אינוונטר,תאריך קבלה,סטטוס,שם סטטוס,תאריך עדכון אחרון,פריט,"מחיר כניסה בש""ח",מחיר כניסה בדולר,תיאור האינוונטר,הערות לשורה מההזמנה,מחלקה,שם מחלקה,הזמנה,סריאלי,מחיר ידני,קוד סימון,תז שואל,פטור מותנה,מנוהל תמיד,קמפוס,שם קמפוס,בניין,שם בניין,קומה,חדר,הערות לפריט אומנות
147227,05/01/2017,1,פעיל,20/03/2017,80000109,"1,853.95",577.38,מקרר ביתי,מקרר לנקו DF דגם 455 LRE. LRE. מקרר לנקו DF דגם LRE455,5223,רשות למחקר ופיתוח,4295507,38235678,,,,לא,לא,5,קמפוס מרקוס,70,"בית הסטודנט ע""ש זלוטובסקי - 70",שניה,200,
150387,22/11/2017,1,פעיל,08/03/2018,80000101,"1,845.54",574.76,"מקרר ביתי, 400 ליטר","מקרר גדול 435 ליטר ,לבן רוחב פחות 70-מ ס""מ (מידות . נישה 78 ס""מ)פתיחה מימין לשמאל . מקרר אלקטרה דגם EL8473W ",5723,חידוש מבנים,4304541,1.16E+20,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,1,
150388,22/11/2017,1,פעיל,08/03/2018,80000101,"1,845.54",574.76,"מקרר ביתי, 400 ליטר","מקרר גדול 435 ליטר ,לבן רוחב פחות 70-מ ס""מ (מידות . נישה 78 ס""מ)פתיחה מימין לשמאל . מקרר אלקטרה דגם EL8473W ",5723,חידוש מבנים,4304541,1.16E+21,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,1,
150389,22/11/2017,1,פעיל,08/03/2018,80000101,"1,845.54",574.76,"מקרר ביתי, 400 ליטר","מקרר גדול 435 ליטר ,לבן רוחב פחות 70-מ ס""מ (מידות . נישה 78 ס""מ)פתיחה מימין לשמאל . מקרר אלקטרה דגם EL8473W ",5723,חידוש מבנים,4304541,1.16E+21,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,1,
150390,22/11/2017,1,פעיל,08/03/2018,80000101,"1,845.54",574.76,"מקרר ביתי, 400 ליטר","מקרר גדול 435 ליטר ,לבן רוחב פחות 70-מ ס""מ (מידות . נישה 78 ס""מ)פתיחה מימין לשמאל . מקרר אלקטרה דגם EL8473W ",5723,חידוש מבנים,4304541,1.16E+21,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,1,
150391,22/11/2017,1,פעיל,08/03/2018,80000101,"1,845.54",574.76,"מקרר ביתי, 400 ליטר","מקרר גדול 435 ליטר ,לבן רוחב פחות 70-מ ס""מ (מידות . נישה 78 ס""מ)פתיחה מימין לשמאל . מקרר אלקטרה דגם EL8473W ",5723,חידוש מבנים,4304541,1.16E+21,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,1,
143430,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143431,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143432,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143433,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143434,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143435,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143436,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143437,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143438,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143439,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143440,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143441,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143442,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143443,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143444,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
143445,23/12/2015,1,פעיל,23/12/2015,80000109,"1,823.13",567.78,מקרר ביתי,"מקרר ביתי 370 לנקו LNF  לבן כולל הובלה  עד קומה ד' . . 8 יח' פתיחה בצד ימין ,8 יח' פתיחה צד שמאל  עפ""י .  הזמנת רכש קיימת 4269694",5723,חידוש מבנים,4276429,,,,,,,2,מעונות ג',C80,(C80) 'מעונות ג,1,1,
142786,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142787,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142788,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142789,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142790,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142791,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142792,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
142793,30/09/2015,1,פעיל,05/11/2015,80000109,"1,822.98",567.73,מקרר ביתי,מקרר ביתי 370 לנקו LNF  צבע לבן. 4 יח'  פתיחת דלת ימין. 4 יח'  פתיחת דלת שמאל. המחיר כולל פירוק והרכבת דלתות במקום לפי הצורך. הובלה עד קומה ד' ללא מעלית,5723,חידוש מבנים,4269694,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
143281,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143282,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143283,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143284,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143285,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143286,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143287,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143288,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143289,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143290,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143291,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143292,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143293,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143294,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143295,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
144271,16/03/2016,1,פעיל,16/03/2016,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו LNF370,5910,מיקרוביולוגיה - מדעי הבריאות,5050556,,,,,,,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",3,372,
144272,16/03/2016,1,פעיל,16/03/2016,80000101,"1,807.65",562.96,"מקרר ביתי, 400 ליטר",מקרר לנקו LNF370,5910,מיקרוביולוגיה - מדעי הבריאות,5050994,,,,,,,1,מדעי הבריאות סורוקה,SRK6,"בי""ח סרוקה אשפוז פנימיות-ק 6",6,671,
143296,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143297,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143298,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143299,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143300,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143301,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143302,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143303,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143304,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143305,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143306,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143307,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143308,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143309,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143310,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
143311,17/12/2015,1,פעיל,17/12/2015,80000101,"1,807.62",562.95,"מקרר ביתי, 400 ליטר",מקרר לנקו דגם LNF-370 צבע לבן,5723,חידוש מבנים,4271618,,,,,,,7,קמפוס שדה בוקר,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",1,1,
159477,18/06/2020,1,פעיל,18/06/2020,80000109,"1,799.00",560.26,מקרר ביתי,"מקרר מקפיא עליון לבן EF-380 SACHS זק"" ש SACHS. מקרר מקפיא עליון לבן EF-380 SACHS זק"" ש SACHS",6580,מכון לננוטכנולוגיה,4357537,,,,,,,5,קמפוס מרקוס,51,בניין מכון למדע וטכנולוגיה,1,119,
158734,17/03/2020,1,פעיל,07/05/2020,80000109,"1,750.00",545,מקרר ביתי,"מקרר משרדי דגם זק""ש . דגם : EF-380 מקפיא עליון לבן SACHS ",5729,מחלקת סגל אקדמי,4354075,,,,,לא,לא,5,קמפוס מרקוס,71,"המרכז האוניברסיטאי ע""ש איירטון)בנין הסנאט) - 71",1,127,
140820,29/04/2015,1,פעיל,12/11/2015,80000109,"1,700.38",529.55,מקרר ביתי,דגם ליבר 1514 120 ליטר . מקרר משרדי ליבהר דגם 1514,5104,מדעי החיים,5044912,,,,,,,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",3,302,
140821,29/04/2015,1,פעיל,12/11/2015,80000109,"1,700.38",529.55,מקרר ביתי,דגם ליבר 1514 120 ליטר . מקרר משרדי ליבהר דגם 1514,5104,מדעי החיים,5044912,,,,,,,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",3,302,
162128,02/02/2021,1,פעיל,02/02/2021,80000109,"1,700.00",529.43,מקרר ביתי,מקרר לבמט 350 ליטר  דגם  3702 . . מקרר למעבדה 350 ליטר לפי ההצעה,5106,כימיה,4368410,,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",3,305,
140825,29/04/2015,1,פעיל,07/03/2017,80000109,"1,699.93",529.41,מקרר ביתי,ליבר 1514 נפח 120 ליטר . מקרר משרדי ליבהר דגם 1514,5104,מדעי החיים,5044913,16732240201228E,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",2,206,
161707,21/12/2020,1,פעיל,21/12/2020,80000109,"1,649.00",513.55,מקרר ביתי,מקרר KL3702 .Normande . מקרר מקפיא עליון 340 ליטר KL3702S .Normande מקרר חסכוני ואיכותי תוצרת .Normande מערכת הפשרה אוטומטית מלאה No Frost,5502,הנדסה גרעינית,4366161,,,,,,,5,קמפוס מרקוס,63,"בנין המחלקה להנדסת גרעין ע""ש שרמן - 63",1,113,
141231,01/06/2015,1,פעיל,12/11/2015,80000100,"1,640.20",510.81,"מקרר ביתי, 345 ליטר",מקרר לנקו LRE345,3910,התקשרויות וחשבונות,4274040,1.17E+13,,,,לא,לא,5,קמפוס מרקוס,72,"בנין הפקולטה למדה""ר ע""ש צוקר-גולדשטיין-גורן - 72",5.5,574,
145821,01/09/2016,1,פעיל,01/09/2016,80000100,"1,625.97",506.38,"מקרר ביתי, 345 ליטר","מקרר לנקו 325 345 DF ליטר - צבע לבן  מחיר - 1390 ש""ח . הובלה - 120 ש""ח  המחיר לא כולל מע""מ ",5727,מחלקת פיתוח משאבים,4291577,,,,,,,5,קמפוס מרקוס,71,"המרכז האוניברסיטאי ע""ש איירטון)בנין הסנאט) - 71",2,234,
148648,04/07/2017,1,פעיל,04/07/2017,80000109,"1,620.00",504.52,מקרר ביתי,"מקרר לנקו LNF370 לבן. 12 מקרריים פתיחת דלת לצד ימין . 12 מקרריים פתיחת דלת לצד שמאל .  המחיר כולל הובלה, פיזור לדירות . מעונות סטודנטים ד אגף מערבי, בניין 3 קומות. בתיאום עם יצחק לבנה  בטלפון : 054-6775562. ופינוי המקררים הישנים",5807,מעונות סטודנטים,4299429,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
